Domain,Unique Identifier,ID,Name,Tribal Code,Last Change Date,Description,Type
Organization(Organization),530,21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",,2/12/2025 10:33:38 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),222,21GACRD,GEORGIA DEPARTMENT OF NATURAL RESOURCES,,2/24/2025 2:38:30 PM,COASTAL RESOURCES DIVISION,*State Government US
Organization(Organization),221,21GAEPD_WQX,Georgia DNR Environmental Protection Division,,2/27/2025 10:31:38 AM,Georgia DNR Environmental Protection Division,*State Government US
Organization(Organization),1288,21GA_WQX,Georgia Department Of Natural Resources,,7/17/2019 12:31:46 PM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),1037,21GPBCH,21GPBCH - Grand Portage Beaches,406,12/4/2024 2:17:37 PM,,Tribal
Organization(Organization),241,21GUAM,Guam Environmental Protection Agency (BEACH),,1/27/2025 6:09:37 PM,Water Quality Monitoring Data,State/US Government
Organization(Organization),1023,21GUBCH,Guam Environmental Protection Agency,,2/23/2025 8:36:52 PM,,State/US Government
Organization(Organization),88,21HI,Hawaii Department of Health Clean Water Branch,,4/30/2024 5:38:43 PM,,*State Government US
Organization(Organization),394,21ILBCH_WQX,Illinois Department of Public Health,,3/31/2023 2:50:43 PM,,State/US Government
Organization(Organization),395,21INBCH,Indiana Department of Environmental Management (BEACH),,3/4/2016 10:52:05 AM,,State/US Government
Organization(Organization),7306,21INDEM,Indiana Department of Environmental Management,,2/19/2025 3:55:37 PM,,State/US Government
Organization(Organization),22,21IND_WQX,Indiana Department Of Environmental Management,,8/2/2017 2:52:36 PM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),41,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,,7/17/2023 4:12:45 PM,Data collected by the Iowa Dept. of Natural Resources Water Monitoring Section or one of its delegates.,*State Government US
Organization(Organization),98,21KAN001_WQX,Kansas Department Of Health And Environment,,3/14/2018 7:57:47 AM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),55,21KY_WQX,KY WQX,,4/11/2024 10:56:44 AM,KY WQX,*State Government US
Organization(Organization),396,21LABCH,Louisiana Department of Health,,11/18/2024 11:52:42 AM,,State/US Government
Organization(Organization),397,21MABCH,Massachusetts Dept. of Public Health,,1/28/2025 3:39:40 PM,,State/US Government
Organization(Organization),399,21MEBCH,Maine Department of Environmental Protection,,1/30/2025 11:53:44 AM,Maine Dept of Env Protection.,State/US Government
Organization(Organization),117,21MICH_WQX,Michigan DEQ,,2/24/2025 6:01:38 AM,,*State Government US
Organization(Organization),1342,21MNBCH,Minnesota Dept. of Health (BEACH),,1/10/2012 12:00:00 AM,,State/US Government
Organization(Organization),400,21MSBCH,Mississippi Department of Environmental Quality (BEACH),,1/28/2016 4:17:28 PM,Mississippi Agency responsible for Beaches data,State/US Government
Organization(Organization),6,21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,,1/22/2025 3:01:39 PM,"The Mississippi Department of Environmental Quality is responsible for protecting the state's air, land, and water. Our mission is to safeguard the health, safety, and welfare of present and future generations of Mississippians by conserving and improving our environment and fostering wise economic growth through focused research and responsible regulation.",*State Government US
Organization(Organization),218,21NC01WQ_WQX,North Carolina Department of Environmental Resources NCDENR-DWQ,,8/2/2017 5:10:47 PM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),375,21NC02WQ_WQX,North Carolina Department of Environmental Resources NCDENR-DWQ (2nd),,10/15/2003 12:00:00 AM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),659,21NC03WQ,North Carolina Dept of Environmental Quality NCDEQ-DWR WQX,,1/16/2025 6:06:46 PM,"State of North Carolina, Dept of Environment Quality, Div of Water Resources",State/US Government
Organization(Organization),401,21NCBCH,NC Recreational Water Quality Program,,1/6/2025 1:57:42 PM,"NC Department of Environment and Natural Resources, Division of Environmental Health, Recreational Water Quality Program",State/US Government
Organization(Organization),815,21NCCOALITIONS,NC DWQ Monitoring Coalition Program,,1/11/2013 6:48:41 PM,NC DWQ Monitoring Coalition Program,State/US Government
Organization(Organization),1338,21NCMONITORING,NCDENR-DWR,,6/30/2015 4:03:54 PM,NC DWR Monitoring Coalition Program,State/US Government
Organization(Organization),93,21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,,2/28/2025 11:02:29 AM,Division Of Water Quality,*State Government US
Organization(Organization),34,21NEB001_WQX,Nebraska Department of Environment and Energy,,8/12/2024 5:44:51 PM,,*State Government US
Organization(Organization),1022,21NEV1_WQX,Nevada Division of Environmental Protection,,3/1/2025 7:46:44 AM,Nevada Division of Environmental Protection,*State Government US
Organization(Organization),402,21NJBCH,NJDEP,,1/17/2025 10:30:36 AM,,State/US Government
Organization(Organization),110,21NJDEP1_WQX,NJ Department of Environmental Protection,,11/26/2018 1:42:22 PM,,*State Government US
Organization(Organization),66,21NMEX_WQX,NM Environmental Dept./SWQB,,4/5/2024 1:12:53 PM,NM Environmental Dept./SWQB,*State Government US
Organization(Organization),403,21NYBCH,New York State Department of Health,,1/28/2025 8:29:38 AM,,State/US Government
Organization(Organization),42,21NYDECA_WQX,New York State Dec Division Of Water,,7/30/2019 12:51:13 PM,To protect and conserve the waters of New York State,*State Government US
Organization(Organization),404,21OHBCH,Ohio Department of Health,,2/27/2025 2:03:25 PM,,State/US Government
Organization(Organization),239,21OHDGW_WQX,Division of Drinking and Ground Water (Ohio),,10/24/2018 11:37:49 AM,,State/US Government
Organization(Organization),238,21OHIO_WQX,Division of Surface water (Ohio),,5/22/2024 1:11:37 PM,,*State Government US
Organization(Organization),405,21ORBCH,Oregon Department of Environmental Quality,,12/30/2024 12:26:38 PM,Beaches Program,State/US Government
Organization(Organization),406,21PABCH,ERIE COUNTY DEPARTMENT OF HEALTH,,2/7/2025 2:50:23 PM,Local health department,State/US Government
Organization(Organization),181,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,,1/4/2023 1:57:02 PM,PA ENVIRONMENTAL PROTECTION,*State Government US
Organization(Organization),387,21RIBCH,Rhode Island Department of Health,,1/30/2024 11:02:40 AM,,State/US Government
Organization(Organization),68,21SC60WQ_WQX,South Carolina Department of Environmental Services,,1/31/2025 11:45:40 AM,South Carolina Department of Environmental Services,*State Government US
Organization(Organization),359,21SCBCH_WQX,South Carolina Department of Environmental Services,,1/3/2025 11:38:40 AM,,State/US Government
Organization(Organization),80,21SCESOP_WQX,SC Dept. of Health Control,,3/19/1999 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),67,21SCGW_WQX,SC Dept. of Health Control,,3/19/1999 12:00:00 AM,Groundwater Monitoring Data,State/US Government
Organization(Organization),13,21SCSANT_WQX,Santee Cooper - South Carolina Public Service Authority,,12/17/2024 11:50:38 AM,SC Public Service Authority,State/US Government
Organization(Organization),1318,21SCSHL_WQX,South Carolina Department of Environmental Services,,7/25/2024 11:02:34 AM,South Carolina Department of Environmental Services,State/US Government
Organization(Organization),1286,21TNWQ_WQX,TN Water Pollution Control,,12/28/2010 12:00:00 AM,,State/US Government
Organization(Organization),407,21TXBCH,Texas General Land Office,,1/30/2025 4:02:30 PM,GLO,State/US Government
Organization(Organization),411,21VABCH,VIRGINIA DEPARTMENT OF HEALTH,,12/13/2024 3:21:40 PM,Beach Program,State/US Government
Organization(Organization),1327,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,,2/24/2025 10:02:36 AM,,State/US Government
Organization(Organization),408,21WABCH,Washington State Department of Ecology (BEACH),,2/12/2024 4:46:41 PM,,State/US Government
Organization(Organization),409,21WIBCH,Wisconsin Department of Natural Resources,,2/12/2025 6:29:37 PM,,State/US Government
Organization(Organization),36,21WVWQAS_WQX,"West Virginia WV Division Of Environmental Protection, Office Of Water Resources",,1/21/1999 12:00:00 AM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),127,22LAGWTR_WQX,Louisiana Department Of Environmental Quality,,7/24/2019 5:09:46 PM,Ground water data,*State Government US
Organization(Organization),111,31DELRBC_WQX,Delaware River Basin Commission,,12/13/2024 12:45:43 PM,,State/US Government
Organization(Organization),112,31DRBCSP_WQX,Delaware River Basin Commission,,4/26/1999 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),195,31ISC2RS_WQX,Interstate Environmental Commission,,3/12/2024 9:48:41 AM,A Tri-State Water and Air Pollution Control Agency,Local/US Government
Organization(Organization),45,31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),,2/25/2025 11:29:35 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),199,42SRBCWQ_WQX,Susquehanna River Basin Commission,,3/26/2024 2:41:39 PM,Water Quality Monitoring Data,Local/US Government
Organization(Organization),9866,501CTHREE,501CTHREE,,5/19/2021 6:01:33 AM,Bring clean water to communities in need.,Private Non-Industrial
Organization(Organization),5726,934010,Confederated Tribes of the Umatilla Indian Reservation (Tribal),143,4/15/2015 10:49:54 AM,Confederated Tribes of the Umatilla Indian Reservation (Tribal) || Confederated Tribes of the Umatilla Indian Reservation (Tribal),Tribal
Organization(Organization),5826,939785,TEST ORG - NEW HAMPSHIRE DEPARTMENT OF ENVIRONMENTAL SERVICES,,8/2/2017 4:01:23 PM,This is a duplicate organization setup for the NHDES and does not contain any data. It is strictly used for testing only.,State/US Government
Organization(Organization),5787,947757,"Confederated Tribes of the Coos, Lower Umpqua and Siuslaw Indians (Tribal)",152,12/5/2017 8:57:51 AM,"Confederated Tribes of the Coos, Lower Umpqua and Siuslaw Indians (Tribal) || Confederated Tribes of the Coos, Lower Umpqua and Siuslaw Indians (Tribal)",Tribal
Organization(Organization),4348,952307_WQX,LT Environmental Inc.,,2/8/2021 12:01:48 PM,,Private Industry
Organization(Organization),888,A4GL_WQX,Alliance for the Great Lakes (Volunteer)*,,4/21/2009 12:00:00 AM,,Private Non-Industrial
Organization(Organization),9966,ABCI_WQX,Augustine Band of Cahuilla Indians (Tribal),567,2/21/2025 12:34:39 PM,Tribal Environmental Protection Agency for the Augustine Band of Cahuilla Indians,Tribal
Organization(Organization),1351,ABSHAWNEE,Absentee Shawnee Tribe of Oklahoma (Tribal),820,1/18/2023 2:57:37 PM,Absentee Shawnee Tribe of Oklahoma (Tribal) || Absentee Shawnee Tribe of Oklahoma (Tribal),Tribal
Organization(Organization),1348,ACBCI_WQX,"Agua Caliente Band of Cahuilla Indians of the Agua Caliente Indian Reservation, California (Tribal)",584,6/6/2018 9:16:25 AM,"Agua Caliente Band of Cahuilla Indians of the Agua Caliente Indian Reservation, California (Tribal) || Agua Caliente Band of Cahuilla Indians of the Agua Caliente Indian Reservation, California (Tribal)",Tribal
Organization(Organization),3786,ACOMA_PUEBLO_WQX,"Pueblo of Acoma, New Mexico (Tribal)",703,3/26/2014 4:48:54 PM,"Pueblo of Acoma, New Mexico (Tribal) || Pueblo of Acoma, New Mexico (Tribal)",Tribal
Organization(Organization),9086,ADGGS,Alaska Division of Geological & Geophysical Surveys,,3/31/2020 8:16:04 AM,Alaska Division of Geological & Geophysical Surveys,State/US Government
Organization(Organization),8746,ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,,7/25/2024 5:27:43 PM,Citizen science data collection in far flung locations around the world.,Private Non-Industrial
Organization(Organization),6026,AFW_PDX,Amec Foster Wheeler (Volunteer)*,,10/29/2015 2:37:20 PM,"Portland, Oregon office",Private Non-Industrial
Organization(Organization),1357,AHRA,Arkansas Headwaters Recreation Area (AHRA),,8/2/2017 12:52:43 PM,,Local/US Government
Organization(Organization),771,AIEO,American Indian Environmental Office (Tribal),000,8/3/2017 1:30:49 PM,American Indian Environmental Office (Tribal) || American Indian Environmental Office (Tribal),Tribal
Organization(Organization),3746,AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),612,1/28/2025 5:49:22 PM,Ak-Chin Indian Community (Tribal) || Ak-Chin Indian Community (Tribal),Tribal
Organization(Organization),724,AKBLM_FDO,"Bureau of Land Management, Fairbanks District (Alaska)",,12/31/2024 2:33:39 PM,Water Quality Monitoring Data,State/US Government
Organization(Organization),7766,AKDECAKMAP,Alaska Monitoring and Assessment Program,,10/12/2023 2:31:39 PM,"The mission of DEC's Division of Water is to improve and protect the quality of all Alaskan waters and under the Clean Water Act (CWA)Sections 303(d) and 305(b) Alaska has the responsibility to report and identify causes and sources of water quality impairment by ""characterizing all the waters in Alaska"". One way the division carries out this mission is to monitor and report on water quality. The Alaska Monitoring & Assessment Program (AKMAP) fulfills this responsibility.",Local/US Government
Organization(Organization),1300,AKDECSPAR,"Alaska Department of Environmental Conservation, SpillPrevention and Response",,5/18/2023 7:11:37 AM,,State/US Government
Organization(Organization),1301,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,,1/2/2025 6:59:51 PM,Water quality Standards Assessment & Restoration,*State Government US
Organization(Organization),1302,AKDFGSPF,Alaska Department of Fish and Game - Sport Fish,,10/12/2021 12:32:23 PM,"Alaska Department of Fish and Game, Division of Sport Fish",State/US Government
Organization(Organization),1303,AKDNRFOR,"Alaska Department of Natural Resources, Forestry",,2/11/2011 12:00:00 AM,,State/US Government
Organization(Organization),4666,ALABAMACOUSHATTATRIBE.TX_WQX,Alabama-Coushatta Tribe of Texas (Tribal),830,12/31/2024 3:26:38 PM,Alabama-Coushatta Tribe of Texas (Tribal) || Alabama-Coushatta Tribe of Texas (Tribal),Tribal
Organization(Organization),504,ALASSWCD_WQX,Alaska Soil and Water Conservation District,,8/2/2017 6:10:44 PM,Water Quality Monitoring Data,State/US Government
Organization(Organization),5548,ALLARM,Alliance for Aquatic Resource Monitoring (Volunteer),,3/3/2015 8:36:00 AM,,Volunteer
Organization(Organization),265,ALO_WQX,Alliance For A Living Ocean,,10/25/2001 12:00:00 AM,"Promote and maintain clean water and a healthy coastal environment through education, research, and active participation.",Federal/US Government
Organization(Organization),9006,ALS,Americal Littoral Society (Volunteer)*,,8/4/2020 12:54:00 PM,"The American Littoral Society promotes the study and conservation of marine life and habitat, protects the coast from harm, and empowers others to do the same.",Private Non-Industrial
Organization(Organization),10687,ALS-SJ,American Littoral Society,,8/15/2024 1:18:37 PM,"American Littoral Society - Delaware Bayshore Office, Water Quality Monitoring",Volunteer
Organization(Organization),7086,ANCHORQEA,"Anchor QEA, LLC (Volunteer)*",,1/4/2017 1:45:21 PM,Clients,Private Non-Industrial
Organization(Organization),5288,ANIMASWP,Animas Watershed Partnership (Volunteer)*,,1/3/2017 11:19:58 PM,"The AWP is a stakeholder driven, collaborative, watershed-based group made up of partners representing diverse interests across the watershed in New Mexico, the Southern Ute Tribal Lands and Colorado. Current membership is over 100 individuals and entities. The AWP works together across state and Tribal boundaries to protect and improve the quality of water resources in the Animas River.",Private Non-Industrial
