Domain,Unique Identifier,Code,Name,Description,Last Change Date,Context Code
Local Aquifer(AquiferInformation/LocalAquiferCode),257,01:377CMBRL,Lower Cambrian Series,377CMBRL,10/10/2019 10:42:37 AM,Alabama
Local Aquifer(AquiferInformation/LocalAquiferCode),258,01:377ROME,Rome Formation,377ROME,10/10/2019 10:42:37 AM,Alabama
Local Aquifer(AquiferInformation/LocalAquiferCode),259,01:377SHDY,Shady Dolomite,377SHDY,10/10/2019 10:42:37 AM,Alabama
Local Aquifer(AquiferInformation/LocalAquiferCode),260,01:377WESR,Weisner Quartzite,377WESR,10/10/2019 10:42:37 AM,Alabama
Local Aquifer(AquiferInformation/LocalAquiferCode),261,01:377WSNR,Weisner Quartzite,377WSNR,10/10/2019 10:42:37 AM,Alabama
Local Aquifer(AquiferInformation/LocalAquiferCode),262,01:400PCMB,Precambrian Erathem,400PCMB,10/10/2019 10:42:38 AM,Alabama
Local Aquifer(AquiferInformation/LocalAquiferCode),263,01:BASEMENT,Basement,BASEMENT,10/10/2019 10:42:38 AM,Alabama
Local Aquifer(AquiferInformation/LocalAquiferCode),264,01:BEDROCK,Bedrock,BEDROCK,10/10/2019 10:42:38 AM,Alabama
Local Aquifer(AquiferInformation/LocalAquiferCode),265,02:000MCRL,Mount Crillon Gabbro,000MCRL,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),266,02:000SELS,St Elias Schist,000SELS,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),267,02:000UNNB,Union Bay Ultramafic Complex,000UNNB,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),268,02:100ILRK,Ilyirak Gravel,100ILRK,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),269,02:100NLJN,Nellie Juan Granite,100NLJN,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),270,02:100SGVK,Saligvik Gravel,100SGVK,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),271,02:100WLCV,Williwaw Cove Formation,100WLCV,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),272,02:110ARCP,Arch Point Basalt,110ARCP,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),273,02:110ASSK,Ashishik Basalt,110ASSK,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),274,02:110BCKP,Black Point Basalt,110BCKP,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),275,02:110BLDR,Buldir Volcanics,110BLDR,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),276,02:110BRRW,"Barrow Unit, Gubik Formation",110BRRW,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),277,02:110BSPP,Bishop Point Volcanic Mudflow,110BSPP,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),278,02:110CHRT,Chariot Gravel,110CHRT,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),279,02:110CRCK,Crater Creek Basalt,110CRCK,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),280,02:110DSKN,Dushkin Basalt,110DSKN,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),281,02:110EDRP,Eider Point Basalt,110EDRP,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),282,02:110EGMB,Edgecumbe Volcanics,110EGMB,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),283,02:110KNTN,Kanaton Basalts,110KNTN,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),284,02:110LLSK,Little Sitkin Dacite,110LLSK,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),285,02:110LPVF,Little Pavlof Agglomerate,110LPVF,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),286,02:110MDRV,Mead River Unit of Gubik Formation,110MDRV,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),287,02:110MEGB,Mount Edgecumbe Ash Bed of Forest Creek Formation,110MEGB,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),288,02:110MEMS,Mount Emmons Volcanics,110MEMS,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),289,02:110MGRG,Mount Griggs Volcanics,110MGRG,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),290,02:110MNHG,Mount Hague Volcanics,110MNHG,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),291,02:110NJCK,New Jersey Creek Lava,110NJCK,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),292,02:110PCHN,Pochnoi Volcanics,110PCHN,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),293,02:110PRPN,"Pratt Point Dacite Member, Little Sitkin Dacite",110PRPN,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),294,02:110PRSP,Patterson Point Formation,110PRSP,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),295,02:110PVFS,Pavlof Sisters Volcanics,110PVFS,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),296,02:110PVLF,Pavlof Volcanics,110PVLF,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),297,02:110QRNR,Quaternary System,110QRNR,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),298,02:110RDBL,Ready Bullion Formation,110RDBL,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),299,02:110RDHD,Round Head Basalts,110RDHD,10/10/2019 10:42:38 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),300,02:110SGLF,Sugarloaf Lava Flows,110SGLF,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),301,02:110SKCF,"Skull Cliff Unit, Gubik Formation",110SKCF,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),302,02:110SKNP,Sitkin Point Formation,110SKNP,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),303,02:110TLVK,Tlevak Basalt,110TLVK,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),304,02:110VLCB,Volcano Bay Basalt Flow of Mount Hague Volcanics,110VLCB,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),305,02:110WRGL,Wrangell Lava,110WRGL,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),306,02:110WSCV,"West Cove Member, Little Sitkin Dacite",110WSCV,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),307,02:111ADMS,Adams Formation,111ADMS,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),308,02:111BERG,Berg Formation,111BERG,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),309,02:111BKRP,Black Rapids Drift,111BKRP,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),310,02:111CHEN,Chena Alluvium,111CHEN,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),311,02:111CLCK,Clear Creek Drift,111CLCK,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),312,02:111CRQU,Cirque Drift,111CRQU,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),313,02:111DBLP,Double Point Dacite,111DBLP,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),314,02:111ENGR,Engineer Loess,111ENGR,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),315,02:111FNMN,Fan Mountain Drift,111FNMN,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),316,02:111FRBK,Fairbanks Loess,111FRBK,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),317,02:111FRCK,Forest Creek Formation,111FRCK,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),318,02:111FXHL,Fox Hill Flow,111FXHL,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),319,02:111GLCB,Glacier Bay Till,111GLCB,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),320,02:111JRVS,Jarvis Ash Bed of Engineer Loess,111JRVS,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),321,02:111KMRV,Katmai River Tuff Flow,111KMRV,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),322,02:111LSJM,Lost Jim Lava Flow,111LSJM,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),323,02:111MTRD,Mount Trident Andesite,111MTRD,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),324,02:111MUIR,Muir Till,111MUIR,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),325,02:111OKMK,Okmok Volcanics,111OKMK,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),326,02:111SLRV,Seal River Formation,111SLRV,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),327,02:111TNNL,Tunnel Drift,111TNNL,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),328,02:111TSMN,Tustumena Drift,111TSMN,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),329,02:111WLBR,Wilbur Ash Bed of Engineer Loess,111WLBR,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),330,02:111WRVR,White River Ash Bed of Engineer Loess,111WRVR,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),331,02:112ADGK,Adagdak Volcanics,112ADGK,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),332,02:112AKRK,Anayaknaurak Drift,112AKRK,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),333,02:112AKVK,Anaktuvuk River Drift,112AKVK,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),334,02:112ALEV,Antler Valley Drift,112ALEV,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),335,02:112ALPM,Alapah Mountain Drift,112ALPM,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),336,02:112ALVL,Antler Valley Drift,112ALVL,10/10/2019 10:42:39 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),337,02:112ANAL,Anvil Formation,112ANAL,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),338,02:112ANDR,Andrew Volcanics,112ANDR,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),339,02:112ANUK,Anuk Sand,112ANUK,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),340,02:112AVKL,Anivak Lake Drift,112AVKL,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),341,02:112BDDM,Banded Mountain Drift,112BDDM,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),342,02:112BERG,Bering Formation,112BERG,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),343,02:112BGCV,Bootlegger Cove Clay,112BGCV,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),344,02:112BKLK,Brooks Lake Drift,112BKLK,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),345,02:112BRLB,Bristol Bay Gravel,112BRLB,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),346,02:112BRNG,Bering Formation,112BRNG,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),347,02:112BRWN,Browne Drift,112BRWN,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),348,02:112CBHL,Caribou Hills Drift,112CBHL,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),349,02:112CGVN,Chagvan Drift,112CGVN,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),350,02:112CKIL,Cook Inlet Gravel,112CKIL,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),351,02:112CLCK,Clara Creek Drift,112CLCK,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),352,02:112CMBL,Chamberlin Drift,112CMBL,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),353,02:112CMLL,Camille Lava Flow,112CMLL,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),354,02:112CPRV,Copper River Gravel,112CPRV,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),355,02:112CRLO,Carlo Till,112CRLO,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),356,02:112CRPL,Cripple Gravel,112CRPL,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),357,02:112CRTR,Crater Creek Basalt,112CRTR,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),358,02:112CTNK,Chatanika Ash Bed of Goldstream Formation,112CTNK,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),359,02:112DELT,Delta Drift,112DELT,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),360,02:112DELTD,Delta Drift,112DELTD,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),361,02:112DFDB,Driftwood Bay Lavas,112DFDB,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),362,02:112DGCK,Darling Creek Drift,112DGCK,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),363,02:112DNLI,Denali Drift,112DNLI,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),364,02:112DNLL,Donnelly Drift,112DNLL,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),365,02:112DONE,Dome Ash Bed of Gold Hill Loess,112DONE,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),366,02:112DRCK,Dry Creek Drift,112DRCK,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),367,02:112DSNC,Dawson Cut Formation,112DSNC,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),368,02:112EGLK,Eight Lake Drift,112EGLK,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),369,02:112EKLN,Eklutna Drift,112EKLN,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),370,02:112ESTR,Ester Ash Bed of Gold Hill Loess,112ESTR,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),371,02:112EVA,Eva Formation,112EVA,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),372,02:112FLCK,Fluorite Creek Gravel,112FLCK,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),373,02:112FLXM,Flaxman Formation,112FLXM,10/10/2019 10:42:40 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),374,02:112FNTO,Faneto Formation,112FNTO,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),375,02:112FOX,Fox Gravel,112FOX,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),376,02:112FRLL,Farewell Drift,112FRLL,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),377,02:112FRPK,Frosty Peak Volcanics,112FRPK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),378,02:112GLDH,Gold Hill Loess,112GLDH,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),379,02:112GLDM,Goldstream Formation,112GLDM,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),380,02:112GRNC,Granite Canyon Till,112GRNC,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),381,02:112GSLG,Gosling Volcanics,112GSLG,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),382,02:112GUBK,Gubik Formation,112GUBK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),383,02:112HELY,Healy Drift,112HELY,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),384,02:112HMRV,Home River Drift,112HMRV,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),385,02:112IKLK,Itkillik Drift,112IKLK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),386,02:112IMRK,Imuruk Volcanics,112IMRK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),387,02:112IRCK,Iron Creek Drift,112IRCK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),388,02:112JSHL,Johnston Hill Drift,112JSHL,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),389,02:112KBUK,Kobuk Drift,112KBUK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),390,02:112KEMK,Kemuk Drift,112KEMK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),391,02:112KMUK,Kemuk Drift,112KMUK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),392,02:112KNIK,Knik Drift,112KNIK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),393,02:112KNKK,Kanektok Gravels,112KNKK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),394,02:112KOWK,Kowak Clay,112KOWK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),395,02:112MCRB,Massacre Bay Formation,112MCRB,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),396,02:112MKHL,Mak Hill Drift,112MKHL,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),397,02:112MKSN,Makushin Volcanics,112MKSN,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),398,02:112MRZV,Morzhovoi Volcanics,112MRZV,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),399,02:112NMRV,Nome River Drift,112NMRV,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),400,02:112NNVK,Nunivak Flows,112NNVK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),401,02:112NPTN,Naptowne Drift,112NPTN,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),402,02:112PTRS,Peters Drift,112PTRS,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),403,02:112RLCK,Riley Creek Drift,112RLCK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),404,02:112SCRD,Schrader Drift,112SCRD,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),405,02:112SLFK,Slow Fork Drift,112SLFK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),406,02:112SLTN,Selatna Drift,112SLTN,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),407,02:112SMLK,Salmon Lake Drift,112SMLK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),408,02:112SRUK,Siruk Creek Drift,112SRUK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),409,02:112SVKK,Sagavanirktok River Drift,112SVKK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),410,02:112TANN,Tanana Formation,112TANN,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),411,02:112TOGK,Togiak Gravels,112TOGK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),412,02:112UNLK,Unaluk Drift,112UNLK,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),413,02:112VNHR,Van Horn Formation,112VNHR,10/10/2019 10:42:41 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),414,02:112WLLR,Weller Drift,112WLLR,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),415,02:112YKTG,Yakataga Formation,112YKTG,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),416,02:120ADRB,Andrew Bay Volcanics,120ADRB,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),417,02:120AGTT,Agattu Beds,120AGTT,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),418,02:120AMCK,Amchitka Formation,120AMCK,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),419,02:120ATTU,Attu Formation,120ATTU,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),420,02:120BKFK,Belkofski Tuff,120BKFK,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),421,02:120BLUG,Beluga Formation,120BLUG,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),422,02:120BVDV,Beaverhead Valley Volcanics,120BVDV,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),423,02:120CCKL,Chickaloon Formation,120CCKL,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),424,02:120CDLV,Cathedral Valley Agglomerate,120CDLV,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),425,02:120CHPN,Chapin Bed,120CHPN,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),426,02:120CHTN,Chuitna Member of Tyonek Formation,120CHTN,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),427,02:120CKPN,Chitka Point Formation,120CKPN,10/10/2019 10:42:42 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),428,02:120CKSK,Chuniksak Formation,120CKSK,10/10/2019 10:42:42 AM,Alaska
